SuperCategory,SubCategory,Level,guideword,Can-do statement,Example
ADJECTIVES,superlatives,A2,"FORM: ELLIPSIS, WITH 'THE'","Can use 'the' with a limited range of superlative adjectives without a following noun, when the noun is understood.","My relatives gave me presents but the computer game was the best.
But Mark's present was the most beautiful!
The red dress was the most expensive.
The blue car was the fastest.
The green apple was the biggest.
The yellow banana was the sweetest.
The purple flower was the prettiest.
The orange juice was the tastiest.
The black shoe was the most comfortable.
The white shirt was the softest."
ADJECTIVES,superlatives,A2,FORM: WITH '-EST',"Can form superlative adjectives with adjectives of one syllable with a short vowel, by doubling the final consonant and adding '–est'.","It's the biggest cake I've ever seen.
It's the oldest tree in the park.
She's the fastest runner in our class.
This is the smallest car on the lot.
It's the hottest day of the year.
He's the tallest boy in the school.
This is the easiest puzzle to solve.
It's the busiest street in the city."
ADJECTIVES,superlatives,A2,FORM: WITH '-EST' ,"Can form superlative adjectives by adding the suffix '-est', to adjectives of one syllable.","The smallest car is easy to park.
She is the tallest girl in the class.
This is the longest river in the world.
He is the strongest man I know.
This is the shortest route to the airport.
The fastest runner won the race.
It's the hottest day of the year.
The coldest winter was in 2010.
This is the newest phone on the market.
The oldest tree is in that park."
ADJECTIVES,superlatives,A2,FORM: WITH '-EST' ,"Can form superlative adjectives using the '-est' suffix, with adjectives of one syllable, and with two-syllable adjectives ending in -y.","The fastest car on the road is a Ferrari.
This is the happiest day of my life.
She is the youngest student in the class.
The biggest tree in the park is over 100 years old.
This is the busiest street in the city.
The hottest day of the year was in July.
He is the laziest person I know.
The happiest dog in the world is always wagging its tail."
ADJECTIVES,superlatives,A2,FORM: WITH 'MY' OR 'YOUR',"Can form a noun phrase with 'my' or 'your' + superlative adjective + noun, with a limited range of nouns and contexts. ► noun phrases","Please wear your oldest clothes.
I bought these clothes for my youngest brother.
My biggest problem is solved now.
Your smallest mistake can be corrected.
She is my best friend.
Your newest gadget is very impressive.
My oldest car is still running well.
Your biggest challenge is yet to come.
My smallest contribution can make a difference.
Your newest idea is quite innovative."
ADJECTIVES,superlatives,A2,FORM: WITH '-ST' ,Can form superlative adjectives using the suffix '-st' to adjectives ending in '–e'.,"I always watch the latest music videos from there.
I like it because it's the largest.
But the nicest thing at my party was my presents.
The longest river in the world is the Nile.
She has the largest collection of stamps.
This is the oldest building in the city.
He is the strongest person I know.
The simplest solution is often the best.
She wore the prettiest dress to the party.
The smallest detail can make a big difference."
ADJECTIVES,superlatives,A2,FORM: WITH 'THE',Can form a noun phrase with 'the' + superlative adjective + noun. ► noun phrases,"The tallest building in the city is impressive.
She wore the most beautiful dress at the party.
This is the biggest apple I have ever seen.
The smallest car in the world is quite unique.
He is the fastest runner in our school.
The oldest tree in the park is over 500 years old.
The cheapest option is not always the best.
The hottest day of the year was unbearable.
The easiest way to solve the problem is to ask for help.
The most interesting book I've read this year is about space exploration."
ADJECTIVES,superlatives,A2,FORM: WITH 'THE MOST',"Can form superlative adjective phrases using 'the most', with longer adjectives of two or more syllables. ","She is the most intelligent student in our class.
The movie was the most exciting film I have ever seen.
This is the most beautiful city I have ever visited.
He is the most talented musician in the entire school.
The book was the most interesting story I have ever read.
This is the most comfortable chair I have ever sat in.
She is the most creative person I have ever met.
The dessert was the most delicious treat I have ever tasted.
This is the most difficult puzzle I have ever tried to solve.
He is the most generous friend I have ever had."
ADJECTIVES,superlatives,B1,FORM/USE: COMPLEX NOUN PHRASES,"Can form an increasing range of complex noun phrases with a superlative adjective + prepositional phrase, to talk about something unique. ► noun phrases","The most delicious meal I've ever had was at that new restaurant downtown.
The highest mountain in the world is Mount Everest.
She is the most talented artist in our class.
This is the most beautiful sunset I have ever seen.
The most interesting book I've read this year is about ancient history.
He is the most reliable person I know.
The most crowded place in the city is the central market.
This is the most comfortable chair I've ever sat in."
ADJECTIVES,superlatives,B1,FORM/USE: 'THE BEST' WITH NOUN AND PRESENT PERFECT,Can use 'the best' before a noun + present perfect to talk about a unique experience.,"It was the best vacation I have ever had.
That is the best movie I've ever seen.
It was the best meal I have ever eaten.
That is the best book I've ever read.
It was the best concert I have ever attended.
That is the best experience I've ever had.
It was the best gift I have ever received.
That is the best decision I've ever made."
ADJECTIVES,superlatives,B1,FORM: 'ONE OF THE' ,"Can use 'one of the' before a superlative adjective, followed by a plural noun. ► noun phrases","One of the most beautiful beaches I've ever seen is in Maldives.
She is one of the smartest students in her class.
This is one of the most delicious cakes I've ever tasted.
He is one of the most talented musicians I know.
This is one of the most interesting books I've read.
They are one of the most successful companies in the industry.
This is one of the most challenging projects I've worked on.
She is one of the most caring people I've ever met.
This is one of the most exciting events of the year.
He is one of the most dedicated employees at the company."
