SuperCategory,SubCategory,Level,guideword,Can-do statement,Example
ADVERBS,adverbs as modifiers,C1,"USE: DEGREE, WITH ADJECTIVES",Can use a wide range of adverbs with adjectives to express degree or intensity.,"It deals with the friendship between two completely different men.
It is extremely important that the project is finished before September.
The last thing I would like to mention is that you have lost a single passenger's luggage three times, which is totally unacceptable."
ADVERBS,adverbs as modifiers,C1,USE: CERTAINTY,Can use a wide range of adverbs to indicate degrees of certainty. ,"It was undoubtedly an unforgettable experience.
Television programms are undeniably a way of keeping ourselves well-informed and open to a special knowledge of every aspect of our lives.
I bought a skirt, a pair of jeans and a white dress, because I absolutely need new clothes for your party!"
ADVERBS,adverbs as modifiers,C1,USE: STANCE,"Can use a wide range of stance adverbs (simply, truly, surely, apparently, naturally, surprisingly, inevitably, literally, exceptionally, frankly, clearly, amazingly, wisely, admittedly) to indicate an attitude or viewpoint, often in clause initial position.","Obviously everybody has the right to be on a strike.
We can't truly blame ourselves for this unlucky beginning.
Apparently someone made a mistake writing the details I gave over the phone.
Naturally , I inclined towards the second option.
Luckily for me, I stayed with a kind and helpful host family but they lived four miles from the school."
ADVERBS,adverbs as modifiers,C2,USE: DISTANCING,"Can use adverbs mid clause, to distance the writer from what they are saying. ","He came out from school at the age of 16, and joined the Universidad xxx - the best one in Chile, supposedly - to study Economics
The author of the letter apparently has no experience of being a parent in our times.
He was quite nice to me, surprisingly and he told him that he would do his best but that the music was not too loud."
ADVERBS,adverbs and adverb phrases: types and meanings,A1,FORM: 'VERY' + ADJECTIVES,Can use 'very' to modify common gradable adjectives.,"My home is very nice.
My teacher is very good."
ADVERBS,adverbs and adverb phrases: types and meanings,A1,FORM: 'VERY' + TIME ADVERBS ,Can use 'very' to modify time adverbs. ► adverb phrases,"I hope you get well very soon.
I don't like it at college when I have a lesson very early."
ADVERBS,adverbs and adverb phrases: types and meanings,A1,"FORM: DEGREE and TIME, MODIFYING VERBS",Can use degree and time adverbs to modify verbs.,"I really like Japanese music.
I like my college very much.
I always go to the park with my children. We sometimes go to the shopping centre."
ADVERBS,adverbs and adverb phrases: types and meanings,A1,"FORM: PLACE, COMPLEMENT","Can use place adverbs ('here', 'there') as complements of verbs. ","I am happy here because people are very nice.
I hope you will be there.
You must go there."
ADVERBS,adverbs and adverb phrases: types and meanings,A2,"FORM: DEGREE, MODIFYING ADJECTIVES",Can use a range of degree adverbs to modify common gradable adjectives. ,"I'm so happy because you can come!
It's really important for me, because I need to do some homework.
But it is too expensive."
ADVERBS,adverbs and adverb phrases: types and meanings,A2,"FORM: MANNER, MODIFYING VERBS",Can use a limited range of manner adverbs to modify verbs.,"I really liked it because all the candidates were professional and swam very fast.
I learned to use my phone very quickly and easily."
ADVERBS,adverbs and adverb phrases: types and meanings,A2,"FORM: TIME  and SEQUENCING, MODIFYING CLAUSES",Can use time and sequencing adverbs to modify clauses and sentences. ,"Yesterday I went shopping and bought some clothes.
First we had dinner in my house and after we went to the pub.
I just heard about your accident.
I often eat it at weekends."
ADVERBS,adverbs and adverb phrases: types and meanings,B1,"FORM: DEGREE, MODIFYING ADVERBS",Can use a limited range of degree adverbs to modify adverbs. ► adverb phrases: form,"We left really early on a Friday morning.
So I couldn't wait and I opened it very carefully."
ADVERBS,adverbs and adverb phrases: types and meanings,B1,"FORM: MANNER, MODIFYING VERBS  ",Can use an increasing range of manner adverbs to modify verbs.,"You have to choose carefully.
My smile slowly disappeared as I finished my reading.
She looked at me seriously and said Can you sing a song right now?"
ADVERBS,adverbs and adverb phrases: types and meanings,B1,"FORM/USE: MODIFYING CLAUSES, STANCE",Can use adverbs to modify clauses and sentences to indicate stance or attitude. ,"But, obviously, you prefer going with your friends because you will have a better time.
Luckily, I arrived in time.
I think you should walk with a friend, otherwise it could be boring."
ADVERBS,adverbs and adverb phrases: types and meanings,B2,"FORM: DEGREE, MODIFYING NOUN PHRASES",Can use degree adverbs to modify noun phrases. ► noun phrases,"It would be quite a formal meeting.
I live rather a long way from work, about 10 km.
After all, he is almost a human."
ADVERBS,adverbs and adverb phrases: types and meanings,B2,"FORM: DEGREE, MODIFYING PRONOUNS",Can use degree adverbs to modify pronouns. ► pronouns,"You can eat very well and pay almost nothing.
This is the most crowded place in my town and you can buy absolutely anything you like."
ADVERBS,adverbs and adverb phrases: types and meanings,B2,"FORM: DEGREE, MODIFYING DETERMINERS","Can use degree adverbs ('almost', 'very') to modify determiners. ► determiners","Today, thanks to the Internet, I can work at home almost all the time, which is far more relaxing and less boring.
There are probably very few of us who have never been to a zoo."
ADVERBS,adverbs and adverb phrases: types and meanings,C1,"FORM: DEGREE, MODIFYING ADVERBS",Can use an increasing range of degree adverbs to modify a range of adverb types. ► adjectives ► adverb phrases: form,"The attitude of young people today towards keeping fit and healthy has almost completely changed.
Moreover, making use of some techniques I practised in the How to Negotiate classes is something which happens to me quite frequently.
The mobile market is growing incredibly fast in Britain and your company is leading this process.
Recently, the charity organised a fun-raising day, which went  reasonably well ."
ADVERBS,adverbs and adverb phrases: types and meanings,C1,"FORM: DEGREE, MODIFYING COMPARATIVES","Can use degree adverbs ('slightly', 'a bit', 'much') to modify comparatives.","My Spanish is slightly more fluent than my English, because I lived in Spain longer than in England.
It will be a bit more expensive than the bus but it's safer and quicker.
Despite all the controversies between these two generations, the grandchildren shouldn't forget that their grandparents are much more experienced."
ADVERBS,position,A1,"FORM: DEGREE, BEFORE ADJECTIVES",Can use a limited range of degree adverbs before an adjective.,"My home is very light and very comfortable.
I have a really good friend, her name is Dylma."
ADVERBS,position,A1,"FORM: FREQUENCY, MID POSITION","Can use frequency adverbs in the usual mid position, between the subject and the main verb.","In my free time I always listen to music, watch TV, clean my room ...
She sometimes goes to the cinema and to the disco."
ADVERBS,position,A1,FORM: FRONT POSITION,Can use a limited range of adverbs in front position.,"Sometimes I go to the beach.
I like writing and speaking but sometimes I like listening.
You can bring some music . Maybe we can dance."
ADVERBS,position,A1,"FORM: 'REALLY,'  MID POSITION ","Can use 'really' in the usual mid-position, between the subject and the main verb.","I really love walking.
I really like my kitchen, because it is big."
ADVERBS,position,A1,"FORM: TIME, END POSITION",Can use time adverbs in the usual end position.,"Get well soon.
I hope to see you soon.
 because I not working also I will wake up late ."
ADVERBS,position,A1,"FORM: PLACE, END POSITION",Can use place adverbs in the usual end position.,"I have many friends there.
I like this place because my parents live there."
ADVERBS,position,A2,"FORM: DEGREE, BEFORE ADJECTIVES ",Can use an increasing range of degree adverbs before an adjective.,"I'm so glad you are coming.
They are quite expensive.
The only bad thing is, it was too cold!"
ADVERBS,position,A2,FORM: FRONT POSITION,Can use an increasing range of adverbs in front position.,"However I can study only on Monday, Tuesday and Wednesday, because I am working in the restaurant.
Perhaps I left it in your living room.
Just wait right at the door, I will be there."
ADVERBS,position,A2,FORM: MID POSITION,"Can use adverbs in mid position between the subject and the main verb and after modal verbs, auxiliary verbs and 'be'.","I bought it because it is very pretty, but it wasn't expensive, I only spent thirty pounds!
We also eat rice every day.
Yes, I have finally bought a mobile phone.
We can also go to the meeting on Saturday evening.
Nick, I would really like to help with the concert."
ADVERBS,position,A2,"FORM: END POSITION, MANNER",Can use manner adverbs in the usual end position.,"Please answer me quickly because there are only eleven tickets.
My house is opposite the train station so you can find it easily."
